id,text
@kiki-j7f3m,현진 선수한테 정말 미안하고 고맙다ㅠ 존재 자체가 웅장한 현진선수가 있어 이글스는 듬직합니다.
@kimjoo3935,문돌멩 진짜진짜 고마워오늘도 수고했어요 이글스
@ordinaryseoul,3루 수비 너무 잘해주는 노시환 진짜 사랑해.. 욕 많이 먹어도 늘 꿋꿋하게 자리 지켜줘서 고마워 마인드 컨트롤 어떻게 하는지 상상도 안돼 ㅠ 응원하는 사람이 더 많다는거 잊지마
@우엉김밥-c3h,고척 알칸 상대로 우리 현진이형 아니었으면 되게 어려웠지~ 역시 나의 자존심! 나의 영웅!
@임글스,류느님
@윤이나-l5m,우리 대장님 승투 언제 되려나 ㅠㅠ 제발 승투좀 만들어줘요 항상 고맙고 미안하고 사랑합니다 류현진대장류에게 우승반지 끼어주고싶다 !!
@Sini-yz7bz,자랑스러운 우리 문돌멩 최고다🥹
@마바삿,진짜 경기 얼마 안남았는데 모든 선수들에게 응원만 해주고싶다 시즌끝까지 화이팅!!
@유명인-s6y,문현빈선수 항상 응원합니다
@빅토리-j5k,이번주는 지지말고 연승으로 쭈우욱
@ordinaryseoul,문현빈 고생많았어 사랑해
@user-pe6hb5wk9g,"2025 역전 이글스 마지막회 결승 홈런0405 문현빈 (그홈런, 대구삼성전)
0502 노시환 (11회, 광주기아전)
0509 문현빈 (10연승, 고척키움전)
0528 채은성 (11회, 잠실LG전)
0704 노시환 (9회, 고척키움전)
0719 노시환 (5회, 강우콜드, 수원KT전)
0826 문현빈 (9회, 고척키움전) < NEW!

싹 다 남의 집에서만 줘패고 다녔구나 기특한 것들"
@뚜벅이-c3c,류는 승패를 떠나 그냥기둥이다
@하이_유빈,다들 수고하셨습니다
@민트바닐라-e2q,류대장 너무 잘했는데
@lounge-l6g,5:22티비로 봐도 그냥 세잎인데 바로 앞에서 쳐본 심판이 아웃이라네 ㄷㄷㄷ 대단한 눈이다
@한바탕웃음으로-e6f,우리 현진이횽 득점 지원좀 해주자~ 정말 옛날부터 휴~
@ordinaryseoul,류헨진 고생 많았어요 화이팅!!
@dongky3570,류현진 아직도 개 잘 던지네 ㄷㄷ
@tp_0410,문현빈 홈런 쾌감 야무졌을 듯 진짜 가볍게 툭 했는데 멀리 날아서 담장 밖으로 ㄷㄷ 문현빈이 쏘아올린 홈런 이번엔 어떤 결과로 이어 질지 타선 살아나보자~
@q5v-o6u,노시환 미친듯이 살아났네
@teddy-vl4jw,가을 잘하면 그만이야 한화야 올해는 우승해보자 노시환의 부활 ㄷㄷ
@ordinaryseoul,므찐오빠 손아섭 사랑해
@joinso3744,현진이형 승투 못줘서 미안해ㅜ
@jaehoonlee2168,노시환 감다살!!!
@jaeunlee7279,현빈아 고맙다.. 은성이 없는데 니가 더 해주는구나
@no_eul_,노시환 잘해줘서 고맙다
@손지연-d6i,고척돔 경기 전승 축하해
@user-plz..i,"심우준수비는맨날멋잇어서…
번트안타친거보고소리질럿다"
@포터두개,"한화 팬 된지 얼마안되었는데 김서현선수 응원합니다 
웃는모습 많이보고싶어요"
@sh-db9wo,김서현 ㄹㅈㄷ형님이네 ㄹㅇ
@유명인-s6y,류현진선수 직관 처음했어요.쵝오
@해피라이프-f5f,류현진  선수 잘했어요.고마워요
@박철희-y4w,아니 류만  나오면  타선이  침묵 ㅜ
@리비아의게롤트-t4u,일요일 홈경기에 이어서 원정경기 오늘도 3연승!!!!!!!!!!!!~~~ 영원불멸의 우리팀 한화이글스의 류현진&김서현&한승혁선수의 퍼펙트 피칭으로 이루어낸 오늘의 대역전승을 진심으로 축하드리고~~~ 최고의 대활약을 보여주신 우리 영원불멸의 이글스의 믿음직하고 든든한 타자 선수분들 채은성&심우준 & 노시환& 손아섭 그리고 진정한 해결사 문현빈 선수의 9회 역전 솔로포 홈런까지 역시 완전 최고에요~~~!!!!! 우리 한화이글스의 야구를 진심으로 좋아하고 더할나위 최고로 사랑하고 친가족처럼 아끼고 애지중지하는 우리아가 민지랑 하루속히 같이 함께 직관도 가서  열정적& 정열적은 물론이고 최선을 다해서 응원하면서 영원불멸의 우리팀 한화이글스의 리그 1위 고정과 한국시리즈 우승 그리고 통합챔피언을 위해서 열성적으로 열렬하고 간절하게 그 어떤 상대팀에게도 절대로 결코 지지않도록 응원하겠습니다 우주최강!!!!!!~~~ 영원불멸의 우리팀 한화이글스 파이팅 하십시오 렛츠고고고 런런런~~~~~~!!!!!!!!!!!!🪽🪽🪽🫡🫡🫡‍‍‍
@lsw-jw3bx,아니 류현지 승투좀 시켜줘
@daisy_bbo,돌멩이 최고다
@미아-t3t,현빈선수 고마워류현진 선수 고생했어요
@나츠-2222,현진이형 현비니 오늘 넘 멋있었다!
@do0_map,킹착에서 현빈이 시환이 인터뷰 보고 싶어요🥹
@법사마-j9c,우승이 목표다!!! 류현진 반지는 끼워줘야 한다!!
@삼베,진짜 6이닝 1실점 승투 없는거 실화냐.. 얘들아 제발 승리좀 챙겨주자...
@YoungS517,현빈이가 없는 세계관에서 한화는 과연 몇등하고 있을까????ㅠㅠㅠ
@jakelee5403,류현진은 류현진이다 아직건재하다 정말놀랍다
@jae-gv8ir,시환이 3안타 !!!!! 최고다
@chobo_camper,"그래 현진선수 팀보다 위대한 선수는 없다고 9회 역전홈런에 해맑게 웃으면서 축하해주는게 너무 고맙긴한데
팬입장으로 이겨서 좋지만 아쉬운건 어쩔수없다.
10승 못하면어때 우승하는게 더 좋지 라고 하겠지만 사람 욕심이 10승도 하고 우승도 했으면합니다 100K 축하합니다"
@양정훈-b6p,현진아 건강히 완주만 해줘
@신주니-e8s,류현진 승좀 챙겨주라..
@모찌타로-q3s,문현빈 너무 기특해버튼 >>>>>>>>>>
@alwayssuperquick,류현진이 올시즌 상대 1선발을 굉장히 많이 만나는 느낌임..ㅠㅠㅠ
@티거륌,아직도 6승이라니.....
@yeonk1979,류 역시 잘하고있네요 믿어요
@skw1313,류 최소 득점지원 5위더라... 진짜 미국 가기 전이나 후나 너무 한거 아니냐10승 못 시켜줄거면 우승반지라도 끼워줘라
@eagles_muggle,류님도마뱀불펜투수들도 잘막았다…!
@Suk2_0313,"어째 류현진은 팀이 1,2위를 달려도 득점지원 받는 꼴은 여전히 못보네.. 승 날아간 것만 4승은 될 듯.."
@아세아학원,현진아. 내가 다 미안해지네…ㅠㅠ
@don_ddu,서현아 실점만 안하면 볼을 얼마나 내줬든 주자가 몇명이 나갔든 그저 해프닝일 뿐이다ㅋㅋㅋㅋ 그니까 실수 한번했다고 흔들릴 필요 없고 그냥 하면 돼오늘도 잘했다 김서현!
@김혜림-o9l8o,류뚱은 본인이 승투못먹어도 그저 기뻐해주는 갓류 ㅠㅠ 다음엔꼭 승투드세요현빈아 사랑한다
@후비적-h9e,류현진은 사랑이어라
@곽은희-e9u,문현빈 최고최고
@한화가을야구가야지,현진햄…다음엔 상투되길 바랄게 오늘도 고마워…
@곽은희-e9u,김서현 응원합니다
@레몬레-r5r,진짜 중심타선이 잘해주면 경기도 이기는듯 시환아 현빈아 잘했다
@kyul2816,방어율 3점대인데 승수 이게 뭐냐?? 현진이한테 미안하다 ㅠ
@tangsuyouk9954,1위 가즈아!!!!
@가을우체국-v3r,"잘던지고 도대체 몇번째냐고ㅜㅜ
우리 현지니 승좀 하게 해주라고!!!!"
@한화가을야구가야지,문현빈은 이제 그냥 믿음이다 믿음
@user-qt2fn5hd7e,류!!!
@서기-t8f,류현진 선발 4경기동안 득점이 합해서 6점 실화냐 ㅋㅋ
@내연남-g1u,류뚱이 이렇게 잘 던져도 승투를 못먹냐 ㅠ
@강동휘-z9l,류현진선수일요일경기때승투합시다
@이름-c8j9p,문현빈 잘했어!!
@blair810,"김서현 선수 마지막에 나올때마다 할수있어!! 할수있어!! 외치면서 응원하고 있어요
오늘 한화선수들 너무 멋있었음 ㅠㅠ"
@stbse9636,꽉막힌 칰타선에는 이글스의 문거석!!!
@정영자-c6m,"문현빈, 노시환 잘했는데 우리 류님 환상투구에 승을 못 챙겨주었네요."
@종문윤-p8d,김서현도 점점 살아나는것 같아서 좋다...
@jbg16,현진이형 승좀 챙겨줘라..
@해동장석구-w7r,유뚱 오늘 지렸다!!!
@한화가을야구가야지,현진햄 미안해…
@Nuest0315,분명 이긴 경기 하이라이트 보는 건데..... 중간중간 자잘한 플레이들이 참.... 다음엔 우리 류뚱 승투 꼭!!
@bigtree8867,1대 소년가장(류현진 선수)의 6이닝 퀄리티스타트에 이어 2대 소년가장(문현빈 선수)위 역전 홈런~!
@chyunny8114,문돌멩 문도마뱀 웃는 모습 봐서 너무 행복
@David-ly6ix,류뚱 최고다
@언덕의빈터-y4u,"역시 문현빈 멋지다
정말 잘치고 멋지다
항상 끝내기 최고입니다"
@이름없음-j8g,"이긴건 좋은데... 현진이형 승투가 ㅠㅠㅠㅠ
아니다 지금 나 너무 거만했어. 승투는 모르겠고 그냥 한 경기 한 경기가 소중하니까 이겨주세요 제발..."
@cheekibreeki386,역시 고척알칸은 강했다...현진이형 승투 먹였어야 했는데...ㅜㅜ
@별하-y5v,"도마뱀홈런치는순간삼성전생각이가득
다시좋은기운이연승모드가자!"
@ssss_mmmmm,노시환!!! 킹캉스쿨 영상 복습한거니? 타격감 드디어 살아났구나!!!! 고맙다!!!!
@koreanangellol,노시환 살아낫다 대박
@user-uk2zi4yh7k,"문현빈 선수
사랑합니다."
@봄이오나봄-b4z,"와 잠못드는밤 현빈이 최고 야구는 홈런이지!!!류뚱 클라스는 영원하다
한화이글스킹착을 기다리며  설레인다"
@다잘되라,류현진 승운 안따르는건 미국 가기전이랑 변한게 하나도 없네. 차라리 불펜으로 나오는게 승 더 챈기겠어
@sasimibro,류현빈 화이팅
@OO-bc3ol,문돌멩이 사랑해!
@Seth_Klarman,6이닝 1실점 무승은 너무하잖아
@Hanbangaboja,이상하게 현진이햄만 나오면.. 타자들이 힘을 못써 ㅠㅠㅠ
@ordinaryseoul,탱구 오늘도 고생 많았어
@죽순유-d6z,문돌멩이가 최고
@한잔하자-s7j,현진이만 나오면 개못쳐.. ㅠ
@sseo_2728,진짜 우리 문돌멩 기특하다 기특해🥹
@파나메라-f4j,현진이가 우승하는거 보고 싶다
@Greatescape99-y8d,류현진 승좀 챙겨주자...제발
@ordinaryseoul,"그리고 내가 제일 사랑하는
최재훈왜 잘생겼는데 포수도 잘해? 왜 잘생겼는데 공도 잘쳐? 왜 잘생겼는데 공도 잘봐? 진짜 너무 고생함 우리 후니후니 ㅠ"
@ti2297,서현아 의심해서 미안해..
@Yonglena,시환아 오늘 잘했다강습타구 맞은데 아플텐데 찜질 잘 하고자
@준영아빠-o3f,역시! 류현진 문현빈 짱 연승가즈아 홧팅^^
@김용파-y4u,나는 류현진밖에 모른다..빠따분들도 류현진을 사랑하도록...
@독수리비상하자,아 연승 기운이 몰려오고있다!!!!
@lee.k.y6423,"내일 새로운 투수한테 낯가리는게 좀 있는데, 이겨내리라 믿습니다.
4.5게임입니다. 이길수 있을만큼 충분히 이기면서 따라잡을수 있어요.
강팀 되어가고 있습니다."
@띠로링-v1s,아니 류뚱 욕할거면 세부지표먼저 보고와라 제발 나이가 몇인데 지금 ㅋㅋㅋㅋ
@킹꼬잉,썸낼 폭력적으로 멋있다
@S2최강한화,시시 최고다
@한구강-t4b,"이번 6회까지 1실점 호투,   먼저번에는 6회까지 2실점 ,  혼신에 역투   그습한 더운 날에 7회까지 체력 바닥난  ,   투수를  비지땀을 흘리며 노장의 퇴장 ,     슬프고 분해  지금도,   오늘 승투 놓첫지만 넘 잘했읍니다,   유현진 선수의 끝닌후 웃음이 이쁘더군요"
@AnnaS-hy9dr,문현빈 사랑해 버튼
@HULKHULK7,류뚱형님괜히 제가죄송합니다...휴
@smokyaliclee2498,류현진문현빈
@83tv49,류뜡 9시즌 연속 100k(kbo 전시즌)축하!!!!!!!!!!
@kaakqu,썸네일 간지봐
@하빈-f2z,"아홉수도 아니거 일곱수의 대부님 ㅠㅠ 
진짜좀 쳐줘라 제발"
@imhyuck,"현진이가 보살이지 이기면 웃어준다 승도못하는데
벌써몇승을 날린거냐 ㅠ"
@이덤프,"류현진선수 잘던져줬는데~
타자들이 초반에 점수를 못내서
미안합니다~
문현빈선수  고맙고 잘했어여^^"
@STAY_0315,"진짜로 신인 드래프트때 문현빈 안 뽑았으면
어쩔 뻔 했지..🫶"
@Bro_roro,4:059:24문돌멩 기특기특
@곽은희-e9u,김서현파이팅
@너네나못이겨유,"뭐 알칸타라 공이 워낙 좋았다고 생각합니다ㅋㅋ 아쉬운 찬스 상황도 좀 있고 타자들이 쉽게 물러난 것 같아도 보이지먀, ABS 끝에 걸리는 볼 같은 좋은 공을 던진 알칸타라였으니... 그래도 현빈이와 노시시의 미친 활약 덕에 이겼고, 자신보다 어린 투수여도 그에 지지 않는 공을 던지는 류현진은... 세월이 지나도 여전한 클라쓰라고 느낌..."
@엔버,"우리 1년 내내 투수들은 잘하고 타자는 그에 비해 약하긴한데
이길만큼은 점수 내주는게 너무 좋음!! 해줘야할때 해주는 타자들.. 
특히 문현빈 ㅎㅎ 뒤로 갈수록 잘해~~"
@joyel6621,류 승투 맨들기가 글캐 어렵냐고오오?
@bboS2-m2c,김서현 최선을 다해라
@don_ddu,오늘 아침부터 갑작스런 채은성 선수 부상 소식에 너무 심란했는데 선수들 모두 경기 잘 펼쳐주셔서 감사합니다..ㅠㅠ
@lllllll7798,하ㅠ 이겨서 너무 좋은데 류현진 선수 또 승투 못 챙겨줘서 아쉬움… 이게 몇번째냐ㅠㅠ
@djsjjddk,내일은 저희 오빠랑 리베랑 타순 한번만 바꿔봐주시면 안됄까요..?
@앙헬레스꾸야,"시즌 얼마 안남았는데
끝까지 최선을 다해 경기하는 이글스 선수들 에게 박수를 보냅니다 다치지말고 완주해 주셨으면 합니다
우리 이글스 선수들 다시 비상하는그날까지
화이팅^^"
@밤하늘-q2g,"문현빈 결승타 홈런
류현진 6이닝 1실점 호투
마무리 김서현까지 다 굿굿...
오늘 타자들 타격감이 그리 좋지 않아보였는데 그래도 홈런 나와서 다행이라고 생각함 다음엔 제발 선발에게 득점 지원을 좀 해주길... 무사 12루 막은 김서현은 우리가 평소에 알던 김서현 같아서 쫄리지만 재밌었다"
@바람구름비-i7r,가을우승 고고해요.
@난탱,한화이글스또 연승가보자!!!
@lion148700,나이뚜!!
@Korea-07-09r,잘했다~
@은비Eunbi-x4u,현빈아!!!!!! 너 덕분에 우리가 여기까지 올 수 있었어!!!! 모든 선수들의 투지가 보이던 시즌이지만 막내라인으로서 책임감 있게 묵묵하게 해내줘서 고마워!!!!! 시즌 얼마 안남았으니까 끝까지 함께하자!!!! 팬들도 선수들 전부 많이 응원할게요!!!!
@hanna6352,문현빈 진짜 꾸준하다
@김채원-l3q4h,소리질러
@kkt090909,감독님 1할치는 1번 이거 맞아요? 믿음도 적당해야지 타팀이면 2군서 올라오지도 못할선수를.. 이러니 투수가 1실점해도 승투를 못하지
@우주의유니버스-s6m,"한화 타자들아 류뚱,한테 왜그라냐 ㅜㅜ
그래도 문돌맹이는 아주아주 잘했다~"
@bhlee6798,문현빈 폼 너무 좋다
@황서준-y6u,그래... 끝에 몇분 기분좋으면 다 좋은게 맞긴맞는데... 류현진도 매번 경기 이기면 좋아하는것도 맞는데... 이제 정말 류현진 경기에서는 그냥 일찍 기분좋게 선발 승 주거라...
@lead.6116,시시 법력타 신기했옹공맞은데 조심햐
@youngk9250,우리 시시 다치지마
@wonjung2,고척룰
@갸우뚱,일단 키움은 스윕먹고 가자~~ 아직 lg와의 1위싸움은 끝나지 않았다
@ants_that_do_not_climb,6:48괴괴괴..괴물!
@4janghwang,아싸
@kki1232,묵이베츠어디감?
@빈지노훈,키움은 프로가 아니다
@chachazz1,공낀게왤캐웃김ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
@放浪時人,류현진 억세게 운이 안따르네.타선이 살아나야 할텐데
@걸처음처럼,현빈아 진짜 너밖엔 없다 넌 김태균 후계자다
@yeus47555,문현빈 진짜 뽀뽀마렵다
@오삼불고기-s8j,러블리 문돌멩@@@@@@
@정민호-q6r,역시 문현빈이...해준다.
@후훗-e5j,"뜬금없지만ㅋ폰세 인터뷰때 """"형이라고 안해??""""한국말좀 시켜주세요 이팁ㅎㅎㅎ형이라고 안하면 한국말로 혼낸다는데 보구싶어요ㅋㅋㅋㅋㅋ"
@cherryyoung-f52,역시문돌맹!!
@쿠썬-n6m,그래서 우리 현빈선수 낙오는 잘 진행하셨죠???
@초코박스-z3e,현지니테 왜 그래!!
@이로운-t2r,류현진 승수쌓기 어럽다ㅠ
@rah2881,류현진이 10승 못하는게 말이되냐 오늘 알칸타라가잘한거라고 쳐도 승투 날린 다른 경기 생각하면 으휴 류현진있을때 잘좀해라 제발
