id,text
@MujukLGV4,매직넘버 이병규!!!!!!!
@hlkgpt64,80승 트윈스 진짜 미쳤다고... V4 가보자🩵️
@옆집강씨,수고들해쓰.....키움도 오늘 엄청 수고해꼬 ㅋㅋㅋ
@사나짱-e4j,이건 합리적인 의심인데 순페이 해설은퇴 발언하고 엘지경기 고의로 피한느낌임.. 논란 사그러질만 하니 어제 처음 중계..  어제도  순위 뒤집힌 얘기 나오니 띠꺼운 멘트. 진짜 싫다
@Sol_Fairy,엘지 고마워 덕분에 행복해
@ENFJ-T0118,79승에서 아홉수 뚫느라 고생 많았다!! 8월에 강했던 엘지 트윈스처럼 80승 찍은 후부터는 다시 승승장구 해서 연승 가져가자!! 8에 강한 엘지 ㅎㅇㅌ!!!
@겨미화니,오늘 신나게  응원하고 놀다 왔어요
@쨔끼랏,9회 구본혁 좌익수.....!!!!!?내눈이 안좋아졌나?
@user-suensuen,오랜만에 보는 하이라이트
@rebirth082,지금 폼 안좋은 문보경 대신 구본혁을 쓰는게 맞고 박동원은 8번으로 내려서 공격부담을 좀 줄여주는게 좋을 것 같습니다
@냥냥펀치-p7q,"감사해요
엘튭사랑해요 우리팀"
@맑눈광-m1q,무적엘지!
@verdandi8901,"오늘 졌으면 큰일날 뻔 했다. 정규 리그 우승은 이제 눈 앞이지만, 한국 시리즈까지 우승하려면 많은 준비가 필요할 것 같다."
@Mindoidoi,하..드디어 낼 덕직있는 날
@kyakay_89,감동의 80승 선착 죻아요!! 원팀 무적 엘지!
@Proletariat-ahn,최고!
@제네시츄-n3k,"수훈갑 톨
모든선수가 다잘했다"
@note0724,LG각성데이
@준혁-y4i,80승 선착너무 행복합니다
@삼천만의자랑인,아니..이런팀한테 어제 국내1선발이랑 송승기 까지 내고 진거냐??? ㅡㅡ
@봄날의길냥이,"13:55기아 유니폼 입고 두산 수건 들고
천성호 타점에 응원가 따라 부르는
이건 대체 무슨 혼종이야 ㅋㅋㅋ
하필 중계 화면 가운데라 눈에 확 들어왔넼ㅋㅋ"
@coenffl91,영삐니 오랜만에 안타때렸네!! 축하해
@pandadr-p3b,이순철 의원 왜 이리 침울하시오....
@남길병수,엘지 조금만더 화이팅!
@서승철-c5w,"이긴건 고마운데 점수좀 나눠내자ㅠㅠ
메가트윈스포 말고
트라우마잇다"
@story_in,"천성호선수, 나 유니폼 사러가니까 어디가지마요"
@opoyohohe,본혁아 오랜만이다
@jbu1412,보경이 타석에서의 타격 접근법을 어느정도 수정할 필요가 있어보인다. 2병살에 좋은공은 안치고 변화구에 손 계속 나가는거보면 모창민 코치랑 전력분석팀이랑 지금보다 더 긴밀한 협업이 필요해보임
@_9g_,톨선생님 감사합니다
@eni0516,매넘 이병규️
@경기도-x3e,"영빈이도 칭찬해줍시다 ㅎㅎ
이제 좀 1군에서 오래보자"
@리들리헬리움,제발 오늘처럼만해라
@reasssonv,긴 꿈에서 깨어난 느낌 ..
@hykim4851,오늘 경기 못봐서 기다렸어요~ 감사합니다~
@Zmxncb1312,나눠서 치자 나눠서 ㅋㅋ
@마늘-c8t,"오른손 잠실 거포에 대한 목마름을 재원이가 채워줄수 있을까  가져보질 못해서 더 목마른건가
범석이 보경이 재원이로 이어지는 클린업을 꿈꿔봤는데 한넘은 나가떨어진거 같고 관우 재원이 보경이로 꿈꾸면 될려나 ..
우리4번 힘내라 열심히 응원할께"
@조현석-j7m,일요일 저녁에 아주 속시원하게 포탄 갈겼다! 메가트윈스포! 우린 아늑한 방어기지 안에서 말이지~
@영웅으로가자,그래이거쥐~~1위팀의위엄
@무명-c4m,14점 냈는데 결승타 없음... 보경아 기록이란 기록은 다세우는구나
@hahman1st,한동안 야구 안보겠음 암튼 엘지 최선 다해라
@썩은동아줄-g5d,정말이지 하이라이트에도 도미노 피자가 최대 수혜자다
@singingindark12,9월 14일 기념으로 14대0 ^^
@livingli999,드뎌 매직넘버 1자리네요 고고
@BROBALL-STUDIO,톨허스트 보면 공빠른 플럿코 느낌인듯
@doeremi6160,홈런 없이 14점 대단하네요.ㅋㅋ
@hhhapppy,톨허스트 사랑해요
@suhyen924,이게야구지
@한정석-o3v,순페이야 몰 팽팽하게 전개야 ㅋㅋㅌ 너가 중계할때 메가트윈스포 터지니 더 기분좋다
@작은주먹-z1b,오늘 경기를 계기로 다시 날아 오르자...
@ralphc9299,이순철 아직도 하냐?
@꺙꺙-j4e,5:11하ㅜ 빠던도 잘하네
@잰걸음-b8g,오늘 하고 싶은거 다 하고 온 직관 ! 그래 .. 너네 다 할 수 있잖아 ~~~~
@lejehono,편파중계 개박살 게임... 속 시원하다. 순페이 내년에 보지말자..
@횰-c1f,감독님 4번타자 부진이 길어지면 현수 4번 넣고 구본혁좀 쓰세요 가을야구 다가온다고 너무 경직되었어요 운영에 유연성을 다시 가져주시면 감사하겠습니다 포수까진 바라지도 않을게요
@客观的人,맹구 아프지마라
@링링코니,순페이님 왜아직 나오시나요?
@임수정-b3l,"전 기아 덕아웃 코치와 감독의 대화에 주목합니다.
코치; 투수 바꿀까요?
감독; 아~ 몰라~ 니 맘대로해~"
@오셍이,아이 뭐 이겨서 되게 즐겁고 재밌고 행복하고 뭐 그러긴한데 보경이 동원이는 뭐 어케 좀 해봐야되는거아니에요? 둘 다 요즘 야구 하기싫은거같음;; 되도않는공 휘두르고 인상은 조지게쓰고... 희플 뜬공이라도 치던가 땅볼삼진만 주구장창하는건 너무한거아녀유...(
@최유리-01,"LG 트윈스가 14:0으로 압도했는데, 솔직히 보는 입장에서는 조금 지루했어요. 다행히 1win에 베팅을 걸어서 훨씬 더 재미있게 즐길 수 있었습니다"
@박유진-b6b,1등
@미라클99,이영빈이 커브를 받아치다니 ㅎㅎㅎ 다시 기대 해봐도 되는거냐????
@SDAS-11-f2f,공주님 전용11:11아빠 2루타11:22아빠 최애로 변신14:32최애의 2타점 적시타
@권초코-r8k,"진짜 유격수 쩌리들 하고 비교 당하는 오지베 
현역 최고이고 크보 역사 해도 세손가락 든다"
@sunnylee308,와 기아 발렸네 ㅋㅋ
@오승환-e5j,"다 좋은데 문보경 선수 4번은 언제까지 고집할건지.....차라리 김현수 선수 3번에 오스틴 선수 4번 문보경 선수 5번이 더 나아보여요,,,, 요즘 문보경 선수 병살 아니면 2루타인데 병살확률이 80같음.... 그리고 구본혁 선수좀 써주세요,,,제발요 ㅠ"
@Jkc6398,양현종도...이젠 벅차는구나무적LG!!!!서울과 잠실의 주인은 82년부터 LG임!! 두산은 제발 원래연고지인 충청도나...아님 예전 키움이끄던 구장으로 가라!!
@MyounM,순페이의 찡찡ㅋㅋ
@달디단얌밤강,톨허스트 개잘던진다 ㄹㅇ
@user-kj6es8eo9h,토요일 직관가사 찬물타선에 실망했는데 왜 일요일에 몰아칩니까...토요일과 나눠서 쳤으면 위닝인데..
@jaeseokpark85,"이순철씨는 언제 손에 장 지지나요?
해설중에 경솔하게 말하고 자기 말에 책임도 지지 않나요?
제발 엘지경기 중계하지 마세요.
목소리만 들어도 짜증나네요."
@miracle0110,이순철 좀 제발.......
@emfkdhems,14일에 14점 16일엔?
@subbbb,보경이 안 울엇나요??? 누가 좀 울려
@정의승-l9z,순페이 아직도 해설하나? 목소리 듣기싫다
@adafdfadf,김진성도 2군 가길
@권일문-x7r,아싸
@진북현,개털었다
@사나짱-e4j,이주헌 염씨한테 밉보였냐 아예 출전을 안시키네.. 염동원 홈런레이스 언제까지 봐야되냐
@무적엘지Humoresque,티빙에서 야구 모르면서 선수들 욕하는 애들이 있는데 제발 가족은 건드리지 말어라..... 선은 넘지 말자 엘지팬.
@윤성한-d5w,한심하다. 팬들 응원은 1등인데
@ohmankk,가비지게임에 유영찬 쓸바엔 따라가던 경기에나 쓰지 어휴..
@2025엘지우승,행복하다! -9
@호랑곰-z1y,이게지~~~
@배니시,그에게서 주키치의 향기가 난다
@sanghoonryu4168,역시 구본혁선발시켜라. 천성호도 잘하네
@소녀를넘다,오늘…….정말로 기쁘네요….반드시 우승해야 합니다….그리고 일지가 우승을 란다해서가 아니라…단일리그에서 패널티 없이 맞상대를 한다는건 웃기는 겁니다…순위별로 패널티가 있어야 합니다…한게임이아니면 반게임 차이라도 패널티를 주어야 합니다..하위팀에겐……죽어라 정기리그 우승을 해도 맞상대라니….
@mentoz5718,순패 목소리 진짜 듣기 싫네. 왜 자꾸 lg경기에 배정하는거냐
@나라고-j6q,좀 나눠서 점수내자...
@김수범-n5y,"숝덜이 나오면 안봅니다
제발 저인간 엘지할때만이라도
안보고싶네요"
@TV-ko9ch,문보는왜이렇게못하니???기회를날려버리는문보경!!!원인응원가가바꾸니깐
@이방인-u7g,문보경 빼라.
