id,text
@ترماذا,이번시즌은 그냥9위로 마무리하는게 이득임 내년부터 지금 선수들로 가을야구 보며되고 이번에는 무조건 드래프트 순위 잘먹어야함
,오늘 병헌까지 간건 좀 과했다 생각함...
@Kangajunga,기억력테스트 어디갔나요...
@이이-f6t,두산이 가을야구 갈 확률이 얼마나 될까......
@야호랑이빨래,준순 재석 응원가 바꿔줘요 ㅠㅠ
@holysheet4471,마지막은 아웃아녀?ㅋㅋㅋㅋ 두산 홧팅!!! 연승이어가자~~~~~
@밍구리퐁퐁,베팁 기억력테스트 영상 어디갔을까요..?ㅠㅠㅠ
@소풍같은삶,김감독에게 보여준거 이게 두산베어스의 야구
@어떤순수,"이제 스물한 경기밖에 남아있지 않으니까 전승한다?일단 '내일 경기도' 이겨야 그게 가능2025시즌 쉰네 번째 승리(54승 5무 64패)❼
여섯 점 차로 이기며 
올 시즌 울 팀의 '열다섯 번째 2연승'에 안착곰메달 수상자6이닝 2피안타
(KBO리그 데뷔 후 개인 한 경기 최소 피안타 타이)
3몸에 맞는 볼(KBO리그 데뷔 후 개인 한 경기
최다 몸에 맞는 볼 타이) 6탈삼진 '무실점'으로
두 경기 연속 퀄리티스타트를 달성하며
시즌 9승째(개인 4연승)를 챙긴 선발투수 잭 로그
(올 시즌 자신의 세 번째 곰메달)"
@user-bx8xr7ob4x,박준순 안재석 두명 때문에 야구 볼 맛 난다
@2013BearsFan,잭로그 롯데 상대로 4승 0패… 10승 가자!!
@크림소스파스타,"안재석 돌아와도 별로 달라질거 없는거 아님? 어차피 이유찬 오명진 박준순 있는데



...라고 생각했었습니다
입대 전 한창 폼 안 좋을때 안재석만 생각했는데 잊고 있었습니다..
 그는 '천유의후계자' '갓차지명' '두산의미래' 라는걸

재석아 미안하다 고맙다"
@박준순100안타기원-g3w,뭐그 칸예라부부인가 그거 어디서 팔던데 케이브 딸이 좋아할까요?
@Fxoo_di,지금 부터 모든 게임 이기면 가을야구ㄱㄴ
@winclup3490,준순이는 김동주급으로~~~ 안재석은 강정호급 유격수로~~~ 잘 성장하자
@hallll7275,유재석과 안재석은 취향차이…
@전형서-z2m,6회말 나오는 사람 하하 맞죠?
@전설입니다,강승호 2번은 쓰지마라
@김종우-o2l,최강 두산베어스
@GRACE-zk4gu,이제부터 52번과 62번의 ㅈㅅ베어스 시대가 열리는 것인가~~!!!
@징구-b8w,일빠
@wecoofy,대 갈 비
@diddy.hyuun3714,우흥
@runbird6465,안재석 박준순 키스톤 기대한다!
