id,text
@김지유-h5w,구창모는 역시 구창모네 다치지만 마라 오늘 보는 내내 감탄했다 특히 3회에 1사 만루서 50구로 딱 막아내던 너..
@속닥속닥-z3b,"창모 오니 우리 선수들 눈빛이 달라졌네^^바로 지금 지금 
그대로의 눈빛으로!!엔씨 화이팅!"
@dulgi-x1f,"사이버 투수라고 욕 먹긴 하지만, 사실 그거 다들 너 보고 싶어서 그러는 거라고 창모야 ㅠㅜ 돌아와줘서 기쁘다"
@YGJB-n3j,천재환 호수비도 최고였는데9:02이거 병살 처리 안됐으면... 아찔했다🫠🫠
@phd94730,진짜 밉다가도 미워할 수 없는 창모..오늘 천재 진짜 너무 멋있었다그래도 너무 몸을 안사려서 걱정대
@김지유-h5w,천재환 볼때마다 수비 너무 잘한다 열정 너무 좋은데 몸 좀 아끼자 ㅜㅜ 저번에도 그렇고 잡고 아파하는거 보면 속상하다
@hoyah5566,"일요일 승리!
돌아온 창모건우선수 생일 전날 수훈인터뷰&생파
천재의 천재적 수비"
@속닥속닥-z3b,"어쩌다 던진 공이
내 마음을 사로잡아 버렸네투수는제구다!
구창모 화이팅!"
@광이-m2o,오늘 창모투구보고 계속 좋네요 ㅎㅎㅎ
@똑띠-h5b,엔씨 승 추카추카
@RCH25,이재학 구창모 이후로 10승 토종선발 하나 없는 엔씨 육성 진짜 문제있다 ....
@brun_ny4578,야구에대한 지식이 없는 내가봐도 느껴지는바가 있는데 참으로 경이롭다
@user-jz4bk1so1z,볼질하는 투수호소인들보다가 구창모보니까 눈이 깨끗해짐
@ouououououououououououou,이번시즌은 좀 힘드니까 내년부터 달려보자 엔씨야 언제어디서든 응원한다
@cozycoy,이러니 저러니 해도 구창모 네가 제일 보고 싶엇다... 제발 제발 앞으로는 쭈욱 보자
@책읽어주는순이네,엔구행
@hjy1833,"창모씨.. 정말 잘했어
아프지만 말자.."
@suyeolkim-f1h,"첫출전이라그런가오늘공이대체로높네.
아무튼고맙다.다시건강하게돌아와줘서"
@고명진-k6s,진짜 구창모 마운드 오른거 보고 눈물날 뻔 했습니다
@hoorabono,정규이닝만 채우면 리그 top3 투수
@suyeolkim-f1h,드디어창모가돌아왔다.좌완에이스의귀환.
@링가링가링-q5m,천재환 호수비 미친(positive)
@서아-k9r,말도 많고 탈도 많았지만 그래도 돌아와서 행복하다
@담원의남자,담 시즌에는 풀시즌 소화 함만 가자
@ts-maria,이런 모습이 얼마나 보고팠는지...
@영지-i1l,창모야아 ㅠ제발 내년엔 시즌초부터 함께하자 아프지마
@더블에이치-f1o,요즘 천재환 수비 장난아님 내년에는 꼭 주전으로
@아기새싹-r6m,내가 유니콘을 직접 보다니
@nymy2020,"엔구행을 다시 외쳐보고, 그래서 가을에 야구 하기를 조금 더 기대하고 바래봄."
@고운q7e6q,모두다 창모가 부러워서 그러는거다. 창모선수때매 행복한  NC팬
@교도동-x6l,모두 그에게 말해 또왔네 ‘죽지 않고 왔다 이렇게’
@엄상식-w1f,구창모 복귀했으니까 내년에는 꼭 우승하자
@happpppppppppppy,엔구행🥹
@user-wm5qv5fv2z,구창모 오는건만으로도 너무 기뻤다
@보리골드각,Ai 영상인가요? 아니죠?
@el-rics,"구창모가 711일만에 던지고, 천재환이 살려내고, 박건우가 이긴 게임"
@pjyjara,유리몸 돌아왔구나!?
@김꽐루-l1e,오늘 밥먹고 집드가는데 비와서 우취인줄
@_saabo,"좀연승달려라이제 진짜 힘드네 응원하기 ㅡㅡ
파이팅"
@윤후-w5z,ㄹㅇ 진짜 깔끔하다 이게 구창모인가
@h1ggss-s7g,구창모 박수치라
@User-kfuwo3uci3h,"1회: 가볍게 삼자범퇴
2회:득점권에 주자 한명 두고 위기관리능력 점검
3회: 만루 쌓아놓고 위기관리능력 점검
투구수 딱 50개
크으으...미쳤다"
@Rou.246,도미노를 이을 반올림피자..
@윤후-w5z,구창모의 구창모에 의한 구창모를 위한 복귀 축하 썸네일ㅋㅋㅋ
@get__busy,디샷 가져와!!
@Imiloveyou-n8,건강한 구창모는 국대 2선발급인걸 다시 한번 증명했다
@AnTropY00,한번 더 속아본다... 엔구행...
@Kgddcbjh,메테오가 나타났다메!!!
@PepE-mk8yo,몇년만에 엔구행이다 ㄹㅇ로
@koreański-PKY,내년 선발: 라일리-???-구창모-신민혁-목지훈(조류 한정 김녹원)
@Happycattttt,3-1에서 변화구는 진짜 창모다웠다. 오래보자 창모야
@NC_1725,엔구행! 엔구행!
@아기새싹-r6m,구창모 공이 굉장히 느린데 왜 타자들이 못 치는 건가요?
@user-kberrieh,제발 오래보자
@sskki4797,건강관리좀 잘해라
@동동-f2p,역시 구창모
@sleepwave159,"투구폼 바꾼건가? 20시즌 초에 봤던 임팩트는 아직 안보이네..
창모야 제발 양현종의 내구성 절반만이라도 가자"
@blossomingg1,2:00검은색 유니폼 뭔가요 ㅠㅠ 금색 이쁘네요
@우유나라치즈공장,창모 정규이닝먹는 시즌 보면 소원이 없겠다
@morningstar_1229,제발아프지만마라
@ZZOM44,함성소리 겁나크노
@아이고-i6c,니가 유리몸인걸 어떡하겠냐 우린 너 없으면 안된다 엔구행ㅜㅜ
@humhum2,이범호 감독 레알 감독질 하기 싫을듯ㅋㅋㅋ
@Gnany9i,Ai영상 아니지? 꿈 아니지?
@spica5665,뭐라하는 사람들은 20엔씨 안보신분들같네
@조건우-j7x,ㅡ
@민서아채널,세상에서 가장비싼 유리잔 ㅅㅅ
@나야-j7u,진짜 힘들게이기네 에휴 ...
@andykim4079,50구도 안던질거 뭐하러 선발등판시키냐   2군에서 빡세게굴리고 올려라
@andykim4079,구속도 처참하고 50구도 못던진는데 머하러 선발등판을 시키는지 이해불가
@마산아저씨-d9u,"근데.... 구창모 구속이 너무 처참하네.
기아가 제대로 공략을 못해서 다행이지....
아직 몸 더 만들어서 구속좀 올려야 겠다."
@행운-z9t,ㅋㅋ 직구 138 ㅋㅋ 구창모 저거는 틀렸다  fa계약금이 얼마인데 붕우신들 팬질한다고 ㅈㄹ을떠네
@넝쵸,"아니 1,2회를 이렇게 마음편하게 볼 수 있는 스포츠였나"
@거짓말-x7d,제발 아프지좀 마라...하.. 아프지만 않으면 차세대 좌완 에이스 급인데
@NC_다이노스,엔구행!
