id,text
@yeondol-p5f,인천에 와서 99홀드를 해준 노경은총건강해 사랑해데뷔 첫 연타석 홈런 효승슨슈 인천 대졸거포우타는 성공한다
@Min-zc2lv,이번 시리즈 스윕가자!!!!!
@블로섬-u6c,류효승 선수 응원가 낋여와라 나 지금 연타석 홈런에 굉장히 신났으니까 잔말 말고 빨리 낋여와라🥹
@Shshs-i7d,1빠3위는 우리꺼!! 류효승 미래의 4번타자 !
@qpalzm-q8p,오늘 진짜 행복했어요
@PARK-k9k,"4회말 (5점)06:58한유섬 홈런️07:19오태곤 안타07:31고명준 안타07:48박성한 2루타08:28안상현 볼넷08:37최정 안타08:56에레디아 볼넷09:10한유섬 밀어내기 볼넷 

5회말 (1점)11:29류효승 홈런️ 

6회말 (1점)12:49안상현 홈런️ 

7회말 (1점)14:32류효승 홈런️ 

8회말 (1점)16:21에레디아 홈런️

9:5 승리"
@sosohaeyo9,사랑아 효승해
@eimnl_erae,"홈런공장풀가동 가을왔음
최정최지훈 방향으로 공 날아가면 그냥 편안함"
@jjzuiwb,Ssg 준플레이오프 진출 기원》》》》》》》
@user-eco14,가을이 온다 드디어
@Mjkkkkkkkkkk-g1d,심장 두근대서 쓱튜브 덕캠 기다리느라 잠 못자고 있는 사람 개추 ㅋㅋ
@윤윤-f2m-g2j,류효승 안상현 ㅎㅇㅌ!!!
@운이진짜좋은사람,슬슬 떨리는 앤더슨이면 개추ㅋㅋㅋㅋㅋㅋ
@youvely_0831,그냥 볼 수 없어 무릎꿇고 봤습니다
@기미오-m6z,아침 먹으면서 또 보고있는 중인데 진짜 행복사홈런공장 풀가동! 보는내내 소리질러서 목소리가 안나오지만 ㅋㅋㅋㅋㅋ 오랜만에 두발뻗고 잠들어 미소지으며 깨어났어요 ㅋㅋ
@wa_wow,안상현 오늘 개잘생겼다
@Elphy_gogo,아 이거기다리다가 목빠지는줄오늘 경기 너무 칭찬해요
@bornin2002,이게 이정후야 안상현이야~ 주전 박자 대 상 현
@NGP1579,류효승선수 스윙이 아주 멋있다
@정자영-h4h,기아전 3연승 싹쓸이 하자
@뚜삐-i8y,효승씌앞으로 1군에서 자주봐요
@SnsksDndkx,류효승도 조만간 강병식 묻으면 똑같아지겠지... 히팅포인트뒤에둬라ㅇㅈㄹ 제발 가만히있고 선수티칭만하지마라
@hgdhgdg2j,필승 불펜 노이조3위까지 오를 수 있었던 이유️
@동그라미-i3s,가을이다
@릴루루RILULU,"그치~ 우리가 누구냐고~ 홈런 공장 아니냐고~~

부공장장님 마잠발쓰 홈런 스타트로
효승이 연타석 홈런에 
상현이 에쪽이 홈런까지♡♡

홈런 =승투하는날♡
이건 공식이다 외우자"
@쓱튜브-q4j,봄여름랜더스겨울직관간분들 으쌰라으쌰 기운났겠어요홈런공장랜더스 이대로 가자 류효승요 홈런 두방 감사해요
@dan-fr3pt,한유섬 류효승 190cm장신고릴라거포외야즈 드가자
@그냥사람-n4s,이번년도 몇안되는 개꿀잼 직관이였다 ㅋㅋ
@limited3589,이명기 이명기 와이번스 초신성
@사람-n2j,우리는 홈런의 팀이다
@바나나우유-d7b,효승이 맥브룸 응원가 주자... 응원가는 좋았다
@kilan54,덕캠 보고 자야지~~!!!
@landingtime,류효승 맥브룸 응원가 주면 좋겠당..!
@YoonAChoi-k7c,자 시원해졌슴다~~ 잔여경기도 얼마 안남았고여~~ 좀만 더 힘냅시다 투수진들도 야수진들도 다치지말고 시즌 잘마무리합시다잉오늘 타점 냠냠 한거 잘 기억해두었다가 내일 덕순이 지원 낭낭하게 해주세요
@Chu_chan19,화이팅
@행운-w5w,류효승선수 응원가 빨리요급해요오늘 선수들 너무너무 고생했고 투수들 항상 최고야수들은 오늘처럼만내일 앤더슨 승리투수도 좀 챙겨주자연승 가즈아 화이팅
@the_present12,늦은시간에 편집 고생하였어요~ 영상 감사합니다.
@Uetow-v6w,기다렸어....
@st9r_o1_ne,이제 저는 내일 선발 전원 안타를 기대합니다♡
@hysbsasd,효승선수연타석 홈런이라뇨ㅊㅋㅊㅋ응원가 만들어주서요오오
@min_k19,홈런공장 랜더스
@4withsundog845,류효승 주전 가즈아
@김윤아-p9g,너무너무 행복해따
@춘쓱이,효승이 랜더스 효자
@mabuhayson,두번의 오심을 이겨낸 통쾌한 승리
@옥수밭,상현선수님 홈런 축하해요
@yujinjeong908,"오늘 덕캠 너무 기대돼요 >,<"
@misozine,효승 선수. 최정 선수 뒤를 이었으면 좋겠네요.
@김준표-z2x,"개같이 멸망할 정도의 운빨이었는데
이걸 극복한거 보니 가을이 왔다"
@itslandingtime,3위 꽉 지키자
@sollolight,효승 업 효승 업
@umackkim,그래 이게 랜더스지ㅠㅠㅠ
@호영서-u2q,그래 이게 랜더스지 ㅠㅠㅠㅠㅠ
@Xttiri,어떻게 안 사랑함 ㅜ
@슬기로운밤생활-r7v,이래도 스몰볼 운영 하실건가요 캄독크?5개 홈런
@이승환-v1d,오늘직관 최고!!!!!!!!!!!!!
@daasodaa,홈런공장은 가동했는데 공장장만 없더라내일은 오랜만에 앤더슨선발 최정홈런 공식 가보자고!!!!
@julliapark5165,22연승할수있잖아
@옥수수카스테라,이거지… 이게 쓱이지
@hygy559,팀홈런 충전하는 날 ㅋㅋㅋ
@하지마이상해,얼마만에 보는 밀어치는 홈런이냐...
@서지환-w3d,미래가 기대된다
@20.조형우,이게 바로 랜더스
@KimMoongMang,김뭉먕님 팬의 SSG우승기원 76일차
@UCs3k6gtEsiO0idz4zhsH_CA,지훈 선수 살이 너무 많이 빠져보이는데 기분탓?아프지마 우중최오늘 랜더스 짱!!!!류효승 선수 앞으로도 잘 부탁드립니다
@유튜버팬-y1o,류효승 선수 연속 2방 진짜 뭐지... 역시 랜더스는 홈런 공장을 가동해야해 ㅋㅋㅋ 너무 잘한다 랜더스
@심설-i6l,덕캠 빨리 올려주세요!!
@코니-v6f,빅볼야구단 정체성 찾았다 ㄷㄷㄷㄷㄷ
@drk7437,류효승 매우 사랑해
@gogohapv,홈런공장 가동합니다~ 어라 공장장님 출근 안하셨어? 오늘 물량이 많은데..
@ming2227,이거지예
@조아29,랜더스
@johnnious87,10:14오른쪽 님은 SK 유니폼 입고 이렇게 좋아하셔도 되는겁니까ㅋㅋㅋ
@jda2744,랜더스다운 경기
@asdfmpml,가을이구나..
@진진자라-m3w,내일도 우리 덕순이도 좀 해죠~
@동동송송구리,크
@Jack_Skellinton,하이 좋당 ㅋㅋㅋㅋㅋㅋㅋ
@stellaluna2822,어제의 직관은 그동안의 설움과 울분을 날려주는 경기였다 시작과 동시에 제발 땅땅때려주라를 들으셨나요? 마구때려주시는데 울었어요 경기끝날땐 도파민 폭발 술마신 사람처럼 되었다는 ㅎㅎ
@정현민-o6y,엘지전에서도0봉패 모면 시켜주셨죠
@cometison5077,이러고 우투나온다고 수납하지말고 끝까지 써보자 효승이 ㅠㅠㅠㅠ
@이5280,노경은총
@또잉-z1g,그래… 문학을 홈으로 쓰는 구단은 이래야 된다
@yhkim217,답은 정해져있다.
@Yasruffie,진짜 투수는 투코한테 맡기자...
@숌사탕-f4g,상현이형 빠던 너무 맛있다 ㅠㅠㅠ
@땡땡-w8m,홈런더스 앞으로도 이대로 쭉 가자
@mir0221-Cor,"이게 우리팀 정체성이다… 너무 오랜만에 본다…
우리 잠실 장외 넘기는 팀이야!"
@박경세-o4l,저도어제.   직관갔는데.      와우
@허거덩0915,날이 선선하다...가을이다
@Kings-uw1hd,"류효승 선수 응원가는 
랜더스의 거포 류효승! 랜더스의 승리위해 안!타!(홈!런!) 이 가사로 음만 잘 입혔으면 좋겠네요."
@godfathergray,지타는 류효승 외웁시다
@농심라면힘,효승선수 응원가 뭘로 나올까요?
@suibgogi,핑퐁핑퐁 ㅠㅠㅁ
@s_jw-s5h,맥브룸 응원가 류효승 줘라
@YongSSam,류효승선수 하재훈 선수 상위 호환 인듯 합니다! 무럭 무럭 잘 커 주세요!
@tv-ji9ox,오늘 같은날 직관갔었어야 했었는데요️근데 문승원 선수 선발은 ㅠㅠ
@주닝-u9x,이것이 가을랜더스잔아....
@Hjjhclassic,"맥부룸 선수 응원가 류호승 원수 응원가로 쓰길 원하는 쓱팬 개추
홈런타자고 노래도 웅장하고 좋아서 뽕차올라서 홈런 더 많이 칠 듯"
@m.always227,아주 그냥 으쓱이들 마음을 들었다놨다 해요~ ㅋㅋㅋ
@최지민-o5e,이렇게만 해주라
@sohn1203,얼마만에 홈럼잔치인지 예전 ssg답게 이겼네
@머슴돌쇠-o9i,문승원..ㅠㅠㅜㅜ
@Sissnxjxkz,여기랑 티빙에서 나오는거랑 뭐가 다른가여?(야구 보기 시작한지 얼마 안되서..)
@d_Muha_muha_b,거포가 나타났다!!!!!!!
@ina9949,8:52우아! 아는얼굴최정 만세
@poorbrian1029,거포만이 살길이다
@kKk-gl7fk,"무사 2,3루를 못 살리는 거 보고 정말 갑갑했다.::……………….. 이겼다 그래도………"
@ICNSSGLS,뒤늦게 직관가서 이김 대 효 승 ㅅㅅㅅ
@말년만20년째,ㄹㅇ 기아가 보약이네 ㅋㅋㅋ
@땅이-o6h,여자분 아이고~ 꼬시다하고 남자한테 얼낙중
@TV-mx4tb,기아는가을야구가기엔글렀어
@rydrhkwbffl9349,"이지영,오태곤은 선발좀 내지마라 ㅠㅠㅠ"
@Znak-xc3hw,이게 야구지 너희들끼리 특타했구나 코치없이 아주 좋아 굿굿굿
@Ndnejejehwuwu121,기아타이거즈 불펜 심각하네
@Dododo-1-u6d,한화 따잇 해보자 ㅅㅅ
@yjh4033,오늘만 공인구 반발계수 바뀐거어닌가..? 옛날 18슥 야구보는것같네..
@iliillilililll,티빙 해설 나만 별로인가...
@crazyman-sm7wr,문승원은 내보내던지 좀 어떻게 해봐라 그만보고 싶다 박종훈이랑 같이
@jisookim670,2
@user-ze6dm4ud7z,느그 누구야 랜더스아닌데 이거지금
@hong22349966,"나성범이 잡은것 땅에먼저 맞은것이다.
심판 이팀 진짜 개 못보는팀이다.얘네조 해체해야한다"
@NADA-gj2pd,뱃고동이 쉴 틈 없이 울려야 우리팀이지~~
@비닝-d4o,병식아 이렇게만 하면 돼...제발 못할거같으면 나가고 아니면 오늘 경기처럼 해라 제발로.
@토히토,우리팀 팬들은 왜케 응원가 소리가 작나요 목소리 좀 키워보세요 다들 직관가면
@extreme8759,"기아는 진짜....
17년도부터 시작해서 만날때마다 왠만하면 난타전 홈런쇼네...;;
엘지나 한화전 보는것보다 더힘듦....

순위가 문제가 아니라 무슨 마성의 홈런도 아니고
만날때마다 무슨 영혼의 맞다이 뜨는거밖에 못봄...."
